name	CK12	DA21	CK31	DA23	DA13	DA12	A11	AD32	A21	CK21	AD22	CK22	AD21	AD12	DA22	A23	CK23	AD33	AD31	DA11	CK33	AD23	A22	AD11	AD13	CK13	A13	A12	CK11	CK32
Burkholderia_plantarii	0	0	0	0	0	0	0	0	4.65E-06	0	0	0	0	0	3.59E-06	2.88E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_pseudomallei	0.000294654	0	5.16E-06	6.65E-05	2.27E-05	5.91E-05	7.83E-05	5.71E-06	0	6.18E-06	5.80E-06	8.01E-06	1.51E-06	2.53E-05	6.20E-05	6.25E-06	9.68E-05	5.41E-05	8.17E-06	8.96E-06	1.63E-05	7.60E-06	9.17E-06	2.07E-05	6.14E-06	9.13E-06	1.72E-05	3.67E-06	1.58E-05	7.44E-05
Burkholderia_pyrrocinia	0	0	8.61E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26E-06	0	0	1.25E-06	0	0	0	0	0	0	0	0	4.69E-06
Burkholderia_savannae	1.84E-05	0	0	8.24E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_seminalis	0	0	0	0	0	0	0	0	4.44E-05	0	2.38E-05	0	4.28E-06	0	0	1.25E-05	0	0	0	0	0	3.72E-06	3.06E-06	0	0	0	0	0	0	0
Burkholderia_sp._Bp7605	0	0	0	0	0	0	0	0	0	0	1.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70E-07	0	0	0	0	0
Burkholderia_sp._IDO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._JP2-270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06
Burkholderia_sp._KBS0801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.10E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._KJ006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000467242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._MBR-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000497469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_sp._MSMB617WGS	0	0	0	0	0	1.49E-05	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-06
Burkholderia_sp._NRF60-BP8	0	0	0	0	0	0	0	1.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	2.92E-06	0	0	2.41E-06	0	0	0	0	0	0
Burkholderia_stabilis	8.61E-05	3.67E-05	0	0	0	0	0	0	0	8.73E-05	0	0	0	0	5.64E-06	0	1.89E-05	0	1.79E-05	0	1.13E-05	0	0	0	0	0	0	0	4.39E-05	2.01E-05
Burkholderia_territorii	0	1.41E-06	0	0	0	0	0	0	0	0	0	0	0	0	4.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderia_thailandensis	4.10E-06	2.12E-06	8.61E-07	6.60E-06	4.03E-06	1.33E-05	0	0	2.54E-06	0	3.36E-06	4.37E-06	0	3.90E-06	2.82E-05	0	6.56E-06	0	0	4.48E-06	0	6.76E-07	0	0	0	9.63E-06	0	4.01E-06	0	0
Burkholderia_ubonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.22E-06	0	2.46E-06	0	0	0	3.75E-06	0	0	0	0	0	0	0	0	3.35E-06
Burkholderia_vietnamiensis	8.15E-05	9.17E-06	0	9.34E-06	0.000107766	0.000159666	1.06E-05	0	0	2.63E-05	0	0	5.04E-06	8.19E-05	0.092154696	0	0	6.83E-06	3.01E-05	8.40E-05	2.42E-05	7.43E-06	3.32E-05	0.000134104	5.07E-05	0.000137422	3.12E-05	7.38E-05	0.000176047	1.94E-05
Caballeronia_sp._M1242	0	0	0	2.20E-06	0	0	0	8.79E-07	0	0	0	0	5.04E-07	0	0	0	0	0	0	0	8.33E-07	0	0	0	0	0	0	0	0	0
Chitinimonas_arctica	0	0	5.74E-07	0	0	0	0	0	0	0	6.10E-07	0	5.04E-07	0	0	0	0	0	3.57E-06	0	0	0	0	0	0	0	0	0	0	1.34E-06
Chitinimonas_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-06	0	2.04E-06	0	0	0	0	0	0	0	1.64E-06	2.00E-06	8.38E-06	2.68E-06
Cupriavidus_basilensis	0	0.000190372	0	2.47E-05	0	0	0	0	3.00E-05	3.78E-05	0	0.000396665	0	2.57E-05	2.66E-05	2.21E-05	0.000164883	0	8.12E-05	0	1.71E-05	0	0	2.96E-05	4.49E-05	7.35E-05	0	0	0	0.000107298
Cupriavidus_campinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-06	0	0	0	0	0	0	0	0	0	5.67E-06	0	7.38E-06
Cupriavidus_gilardii	0	0	0	5.22E-05	0	0	0	0	0	0	0	0	2.17E-05	0	0	0	0	0	0.000157282	0	0	0	0	0	0	0	0	0	0	6.44E-05
Cupriavidus_malaysiensis	0	0	0	0	0	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0	0
Cupriavidus_metallidurans	0	0.000561949	0	0.000698566	7.55E-05	0	0	0	0	0.000494276	0	0.000553148	0	3.12E-05	0.000218251	0	0.000766994	0	0	0.000272266	0	7.77E-06	0	0	0	0	0	0	0	0
Cupriavidus_nantongensis	0	0	0	0	0	0	0	0	0	0	9.03E-05	0	0	0	0	5.38E-05	0	0	0.000257881	0	0	2.16E-05	0	5.65E-05	0	0.000459933	0	4.61E-05	0.000125748	0.000204537
Cupriavidus_necator	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	0	0	0	0	0	4.60E-06	0	0	0	0	0	0	0	0	0	0	7.38E-06
Cupriavidus_neocaledonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Cupriavidus_oxalaticus	1.13E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02E-05	4.33E-06	0	1.65E-05	0.000168006	0	0	0	0	0	0	0	0	0	1.28E-05	0.00037152
Cupriavidus_pauculus	0.000855265	0	1.06E-05	1.15E-05	0.000674295	0.001155985	5.37E-05	1.85E-05	4.06E-05	3.63E-05	0	1.02E-05	0	0.000164091	0	0	0	1.82E-05	2.55E-05	0.000578705	7.92E-06	0	0	0.000340602	0.000144492	0.000800192	0.000124892	4.77E-05	0.000567098	0
Cupriavidus_sp._EM10	0	1.69E-05	0	0	3.07E-05	0	0	1.05E-05	0	4.40E-05	1.59E-05	8.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.81E-05	0	1.59E-05	0	0	0
Cupriavidus_sp._USMAHM13	9.58E-05	0	0	0	0	2.29E-05	0	7.91E-06	0	0	0	0	0	0	4.10E-06	0	0	9.68E-06	1.63E-05	0	0	0	0	0	1.84E-05	0	0	0	0	0
Cupriavidus_taiwanensis	2.05E-05	0	1.32E-05	2.20E-06	1.91E-05	6.39E-06	1.76E-06	5.27E-05	0	7.72E-06	1.65E-05	5.09E-06	0	3.25E-06	5.12E-07	0	3.28E-06	2.22E-05	3.27E-05	4.37E-05	1.21E-05	2.70E-06	0	1.14E-05	2.59E-06	2.48E-05	1.31E-05	3.34E-06	2.96E-05	8.05E-05
Ephemeroptericola_cinctiostellae	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50E-07	0	4.81E-07	0	0	0	0	0	0	4.37E-07	0	0	0	0	0	0	0
Lautropia_mirabilis	0	0	0	0	0	0	0	0	9.73E-06	5.41E-06	0	1.46E-06	0	0	0	2.40E-06	2.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	3.35E-06
Limnobacter_sp._SAORIC-580	0	0	0	0	0	0	0	0	4.23E-07	0	0	0	0	0	0	0	0	1.14E-06	0	0	0	0	0	0	0	0	0	0	0	0
Mycoavidus_sp._B2-EB	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-06	0	0	0	0	0	0	0	0	0	1.03E-06	0	0	0	0	0	0
Pandoraea_apista	0	0	0	0	0	0	0	0.000129234	0	0	0	0	0	0	0	0	0	0	2.30E-05	0	1.46E-05	0	0	0	0	0	0	0	0	0
Pandoraea_faecigallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28E-06	0	1.02E-06	0	0	0	0	0	0	0	0	0	0	0
Pandoraea_fibrosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-06	0	0	0	0	0
Pandoraea_norimbergensis	0	0	0	0	0	0	8.80E-07	0	0	1.54E-06	0	0	5.04E-07	0	5.12E-07	2.40E-06	0	0	0	0	0	0	0	0	9.70E-07	0	0	0	2.47E-06	0
Pandoraea_pnomenusa	0	0	1.43E-05	0	0	0	0	7.91E-06	0	3.63E-05	0	2.04E-05	0	1.17E-05	7.17E-06	0	0	7.97E-06	0	2.75E-05	3.46E-05	0	1.75E-05	0	0	0.000128294	0	0	0	0
Pandoraea_pulmonicola	0	0	0	0	0	0	2.93E-07	0	0	0	0	0	0	0	0	0	0	0	0	2.80E-06	8.33E-07	0	0	0	0	0	1.09E-06	0	0	0
Pandoraea_sp._XY-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Pandoraea_sputorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07E-07	0	0	0	0	0	0	0	0
Pandoraea_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26E-06	0	0	0	0	0
Pandoraea_vervacti	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	7.55E-07	0	0	1.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_acidiphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.70E-07	0	0	0	0	0
Paraburkholderia_acidisoli	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	3.52E-06	0	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	5.67E-06	0	0
Paraburkholderia_caribensis	0	0	0	1.65E-06	0	0	0	0	0	1.54E-06	0	7.28E-07	0	0	0	0	3.28E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_dioscoreae	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_edwinii	0	0	0	5.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.71E-07
Paraburkholderia_fungorum	0	0	1.15E-06	0	0	0	0	0	0	0	1.83E-06	2.18E-06	0	4.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_graminis	0	0	6.60E-06	0	3.53E-06	0	8.80E-07	0	0	0	0	0	2.52E-06	3.90E-06	2.56E-06	0	0	0	0	7.28E-06	0	0	0	3.10E-06	3.56E-06	0	7.11E-06	6.68E-06	0	0
Paraburkholderia_hospita	0	0	8.61E-07	0	0	0	0	1.76E-06	0	0	0	4.37E-06	0	0	0	0	7.38E-06	0	0	0	1.67E-06	0	0	2.41E-06	0	0	0	0	0	0
Paraburkholderia_pallida	0	0	0	0	0	0	0	0	0	1.54E-06	0	0	0	9.75E-07	0	0	0	2.85E-06	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_phenoliruptrix	0	0	5.74E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46E-07	0	0	0	0	0
Paraburkholderia_phymatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_sp._PGU16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	4.44E-06	0
Paraburkholderia_sp._PGU19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97E-06	0
Paraburkholderia_sp._SOS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31E-06	0	3.23E-07	0	0	0	0	0
Paraburkholderia_sprentiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_terricola	0	0	0	0	2.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraburkholderia_tropica	3.59E-06	4.94E-06	0	0	0	0	0	0	0	0.001055742	0	0	0	3.57E-06	1.54E-06	0	0	0	0	0	0	0	0	2.07E-06	0	0	0	0	0	0
Paraburkholderia_xenovorans	0	0	0	0	5.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55E-05	0	0	0	0	0	0
Polynucleobacter_necessarius	0	0	0	0	0	0	0	0	0	2.32E-06	0	0	0	1.30E-06	0	0	0	0	0	0	0	0	0	6.89E-07	0	0	5.47E-07	0	0	0
Polynucleobacter_sp._UB-Siik-W21	0	0	0	0	0	0	0	0	0	3.09E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polynucleobacter_sp._es-MAR-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41E-06	0	0	0	0	0	0
Ralstonia_insidiosa	0.000839892	0.04169913	5.57E-05	0.01828034	0.000354521	0.001070297	6.22E-05	2.51E-05	0	0.030744719	0	0.057409449	0	5.69E-05	0.009716781	8.89E-05	0.054735469	9.45E-05	0	0.000170306	2.29E-05	0	0	0.000293373	0.000241789	0.000352429	0.000156046	0.000214287	0.000291439	0.000134123
Ralstonia_mannitolilytica	0.000124011	0.001392533	2.18E-05	0.001144857	5.44E-05	0.000182552	1.58E-05	1.89E-05	0	0.000658777	0	0.001458563	0	2.40E-05	0.000667049	2.21E-05	0.001560238	0	0	0	1.67E-05	0	0	0.000139275	2.13E-05	0	0	0	0	2.48E-05
Ralstonia_pickettii	4.71E-05	0.000559128	2.87E-06	0.000249527	5.59E-05	3.99E-05	5.28E-06	1.89E-05	0	0.000254861	5.80E-06	0.000665961	2.77E-06	2.92E-06	0.00019161	2.79E-05	0.000540587	8.54E-06	2.55E-05	8.63E-05	0	0	4.37E-06	1.79E-05	2.39E-05	8.87E-05	2.76E-05	2.94E-05	0.000133638	0
Ralstonia_solanacearum	4.56E-05	9.87E-05	1.06E-05	6.60E-05	5.54E-05	5.80E-05	0	8.79E-06	8.46E-06	0.000103489	0	0.000262745	1.13E-05	2.50E-05	5.17E-05	4.33E-06	0.000240352	3.02E-05	0	3.87E-05	3.46E-05	2.36E-06	0	3.83E-05	4.85E-06	0.000116631	1.86E-05	3.87E-05	2.56E-05	7.38E-05
Ralstonia_sp.	0	1.13E-05	0	0	0	0	0	0	0	0	0	1.75E-05	0	0	8.20E-06	0	8.20E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_sp._56D2	0	7.05E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralstonia_sp._U2	0	0	0	0	0	0	0.00134883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiaceae_bacterium	0	0	0	1.87E-05	0	4.26E-05	0	0	0	0	0	0	0	3.44E-05	4.10E-06	0	0	0	0	0	0	0	0	0	1.52E-05	0	0	0	0	0
Acidovorax_antarcticus	8.25E-05	6.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.71E-06	0	5.17E-05	2.28E-05	3.47E-05	0	4.42E-05	0	0	6.58E-05	0	9.18E-05	0	0	0	2.62E-05
Acidovorax_avenae	0	0	0	0	0	1.06E-05	0	0	0	0	0	1.46E-06	0	1.43E-05	0	4.81E-05	0	0	0	0	0	0	2.01E-05	0	0	0	0	0	5.92E-06	3.35E-06
Acidovorax_carolinensis	0.000544725	1.62E-05	5.74E-06	0.000179726	0.000139492	0.0001437	2.17E-05	0	0	1.47E-05	0	0	0	0.00012185	0	1.11E-05	0	1.99E-05	0	7.28E-05	0	2.26E-05	3.54E-05	0.00013169	4.59E-05	0.000381334	5.19E-05	1.77E-05	3.90E-05	0
Acidovorax_cattleyae	0	0	0	8.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-06	0	0	0	0	0	0	0
Acidovorax_citrulli	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	1.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax_monticola	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax_radicis	0	0	0	0	0	3.19E-06	0	0	0	0	6.10E-07	0	2.52E-07	3.25E-06	0	0	0	0	0	0	0	0	0	6.89E-07	0	1.42E-05	0	0	0	0
Acidovorax_sp._1608163	1.02E-06	0	0	0	0	0	0	4.40E-07	0	1.54E-06	0	0	0	6.50E-07	0	0	0	0	0	0	0	0	0	0	0	0	5.47E-07	0	0	0
Acidovorax_sp._HDW3	0.000721005	6.84E-05	0	7.80E-05	0.000740768	0.000235774	9.15E-05	9.45E-05	0	0.00012048	0	0.000101896	0	0.000445483	1.79E-05	2.79E-05	0	2.16E-05	0	0.00162015	2.17E-05	0	0	0.000119969	2.52E-05	0.000759624	0.000257708	0.000119827	0.00094878	4.69E-05
Acidovorax_sp._JMULE5	6.15E-06	0	0	1.65E-06	1.51E-06	0	0	0	0	0	6.10E-07	0	0	5.85E-06	0	0	0	0	0	0	0	0	0	2.07E-06	0	0	0	0	6.90E-06	6.04E-06
Acidovorax_sp._JS42	0.00370854	0.003284262	0.001488762	0	0.004742222	0.00376387	0.001854055	0.001140684	0.000308449	0.004477829	0.000477635	0.003198067	0.001262414	0.001466747	0.000593786	0.001661038	0.002809576	0.006262557	0.003552122	0.004592105	0.00245093	0	0	0	0.001594257	0	0.002156497	0.001219302	0.004579194	0.001345251
Acidovorax_sp._KKS102	0.000229061	8.18E-05	3.79E-05	0	0	0	1.35E-05	0	0	0	9.36E-05	0	0	0	3.13E-05	0	0	3.19E-05	0.000190475	0.000233611	0	0	0	0	3.85E-05	0.000386404	3.99E-05	0	0.000105036	0
Acidovorax_sp._MUL2G8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidovorax_sp._RAC01	6.56E-05	0	0	1.76E-05	0.000111291	3.19E-05	1.73E-05	0	0	0	0	5.75E-05	5.04E-06	0	0	0	0	0	5.67E-05	0	0	0	0	0	2.13E-05	3.60E-05	0	0	0	0
Acidovorax_sp._T1	0.002046692	0.000561949	0	0.000136855	0.003257162	0.0047868	0.00023106	0	0	0	0.000434935	0	0	0.000595927	0	9.28E-05	0	0.000289295	0.000219582	0.00568341	6.92E-05	4.21E-05	0	0.000492977	0.000498448	0.002248448	0.000529628	0.00070094	0.003481982	0.000158935
Alicycliphilus_denitrificans	0.000212663	0	8.00E-05	0.000131909	0.00364643	0.002658979	0.000134003	0.000756939	0	2.39E-05	0	0	0	0.00074962	5.43E-05	0	0.000397852	0	0	0.002559075	0	0	0	0.000690857	0.000367532	0.001457891	0.000562149	0.000671567	0.002313267	0
Candidatus_Symbiobacter_mobilis	0	0	0	0	0	0	0	0	0	0	3.05E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas_aquatica	4.61E-05	0	7.75E-06	0	8.01E-05	0	6.16E-06	0	0	0	2.07E-05	0	0	0	0	1.78E-05	0	0	0	4.65E-05	1.21E-05	0	0	3.90E-05	0	0.000225656	4.43E-05	0	8.33E-05	9.59E-05
Comamonas_kerstersii	0	0	0	0	0	2.18E-05	0	0	0	0	0	0	0	7.80E-06	1.33E-05	0	0	0	0	4.48E-05	5.83E-06	0	0	0	0	0	0	0	0	0
Comamonas_odontotermitis	0	0	0	0	2.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas_sp._7D-2	0	0	0	0.00024568	0	0	3.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17E-05	0	0	0	9.08E-05	0	7.57E-05	0	0	8.58E-05
Comamonas_sp._NLF-7-7	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92E-05	0	0	0	0	0	0	0	0	0	9.31E-06	0	0	0	0	0	0
Comamonas_terrigena	0	3.53E-06	0	2.20E-06	0	0	0	0	5.08E-06	0	0	0	0	0	1.02E-06	0	3.28E-06	1.14E-06	0	0	0	0	3.93E-06	0	0	0	0	0	0	0
Comamonas_testosteroni	0.000269032	4.94E-05	0	7.31E-05	0.000161649	0.000351798	0	0	0	0.000272624	0	0.000296953	1.59E-05	3.83E-05	2.41E-05	0	0	0.000107631	0	0.000185992	2.29E-05	0	0	4.52E-05	9.76E-05	0.000217543	7.68E-05	0	0	0
Comamonas_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	2.83E-05	0	0	0	0	0	8.24E-05	2.17E-05	0	0	0	0	0	0	5.47E-05	0	0
Curvibacter_putative_symbiont_of_Hydra_magnipapillata	0	0	0	0	5.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Curvibacter_sp._AEP1-3	0	0	0	1.65E-06	1.51E-06	0	8.80E-07	0	0	0	6.10E-07	0	0	3.25E-06	0	0	0	0	0	1.68E-06	0	0	0	1.03E-06	0	0	0	0	0	2.01E-06
Delftia_acidovorans	0.000362296	6.91E-05	0	0	0.00058365	0.00029698	0	5.63E-05	0	7.72E-05	0	7.21E-05	0	2.31E-05	3.07E-05	8.51E-05	3.86E-05	0	0	0.000245936	0	0	0	0.000163062	4.17E-05	0.000508107	8.80E-05	6.84E-05	0.000285028	0
Delftia_lacustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132248	0	0	0	0	0	0	0	0	0	0	0	0	0.000131997	0	0	0
Delftia_sp._Cs1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08E-05	0	0	0	0	0	2.69E-05	0	0	0	0
Delftia_sp._HK171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64E-06	0	0	0	0	0	0	0	1.05E-05	0	0	0	0	0	0	0
Delftia_tsuruhatensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627877	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637753
Diaphorobacter_aerolatus	0	0	0	0	0.000200929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaphorobacter_sp._HDW4A	5.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58E-05	0	0	0	0	0	0	0
Diaphorobacter_sp._HDW4B	1.02E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.20E-07	0	0	0	0	0	0	0	0	0	0	0	0	0
Diaphorobacter_sp._JS3050	0.002017995	0	0	0	0	0.000699871	0.00023106	0.000131871	0	0	0	0	0	0.000301213	0	0	0	0	0	0.002956269	0.000104587	0	0	0.001372751	0.000344582	0	0.000527988	0.000482981	0.000661779	0
Diaphorobacter_sp._JS3051	0.001148382	0	0	0	0	0.002322615	0	0	0	0	0	0	0	0	0.000128082	0	0	0	0	0.0010801	0	0	0	0	0	0	0	0.000797403	0	0
Diaphorobacter_sp._MNS-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000273593	0	0	0	0	0	0.000577585	0	0	0	0	0	0	0	0	0	0
[Acidovorax]_ebreus	0	0	3.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245329	0	0
Hydrogenophaga_crassostreae	0.001111998	5.50E-05	3.73E-06	0.000118718	0.001361683	0.001325232	0.000207603	5.71E-06	2.67E-05	0.000143649	2.84E-05	0.000163761	5.04E-06	0.000495523	4.00E-05	5.53E-05	0.000114024	1.14E-06	2.04E-06	0.001219594	0	6.42E-06	7.42E-06	0.000471603	0.000444465	0.001334667	0.000563788	0.000456946	0.001282135	1.68E-05
Hydrogenophaga_pseudoflava	0.00015732	6.77E-05	0	0	0	0	8.53E-05	0	0	0	0	0	0	0.000180988	0	0	0	0	0	0.000294675	0	0	0	4.90E-05	0.000272498	0.00020233	0	0.000114821	0.000153363	0
Hydrogenophaga_sp.	0.006549003	0.001263503	0	0.00163127	0.007828166	0.007035436	0.001117476	0	0.00013455	0.003365708	0.000163177	0.002714791	7.73E-05	0.003110582	0.000555362	0.000221151	0.003043366	9.05E-05	0	0.008188704	0	1.76E-05	7.12E-05	0.002309063	0.002388476	0.007137833	0.002575171	0.001621174	0.006589679	0
Hydrogenophaga_sp._BA0156	0	0	0	0	5.49E-05	0	0	2.55E-05	0	0	0	0	0	0	0	0	9.84E-06	0	0	0	0	0	0	0	0	0	0	2.94E-05	6.31E-05	0
Hydrogenophaga_sp._BPS33	0	0	0	0	2.52E-06	0	0	0	0	0	9.15E-07	0	0	0	0	0	0	0	0	5.60E-06	0	0	0	1.38E-06	1.29E-06	0	0	0	0	2.01E-06
Hydrogenophaga_sp._NH-16	0.000362809	7.69E-05	0	0.000213802	0.000686884	0.000791413	0.000178867	0	0	0	3.75E-05	0.000165944	1.33E-05	0.000215755	0	0	0.000125508	1.59E-05	3.06E-05	0.000622402	2.17E-05	0	3.89E-05	0.000441611	0	0.000799178	0.000213709	0.000126837	0.000359984	0
Hydrogenophaga_sp._PAMC20947	0.000731254	7.40E-05	1.43E-06	0.00011597	0.000877238	0.00077864	0.000189423	1.76E-06	1.27E-05	0.000162957	1.59E-05	0.000108446	5.04E-06	0.000321684	5.99E-05	3.80E-05	0.000112383	4.56E-06	0	0.000689068	2.08E-06	5.40E-06	1.22E-05	0.000293373	0.000312257	0.000871692	0.00036183	0.000275035	0.000793444	7.38E-06
Hydrogenophaga_sp._PBC	0.000543188	0.000228446	0	0.000184122	0.00053581	0.001067636	4.60E-05	0.000509022	0	0.000135154	0.000104311	0.000113541	8.18E-05	0.00024045	5.38E-05	9.71E-05	0	0.000124146	0.000728706	0.001278977	0.000390432	0	0	0.000243041	0.000203969	0.000392997	8.12E-05	2.77E-05	0.000464034	0.000219291
Hydrogenophaga_sp._PBL-H3	0.000114787	1.27E-05	0	0	0.000149564	0.000256531	1.64E-05	0	0	0	0	0	0	2.96E-05	0	0	0	0	0	0.00025714	0	0	0	3.55E-05	3.98E-05	0.000331131	2.62E-05	0	7.40E-05	0
Hydrogenophaga_sp._RAC07	2.97E-05	4.23E-06	1.15E-06	0	1.96E-05	7.45E-06	2.93E-06	3.08E-06	2.12E-06	4.63E-06	0	1.46E-06	5.04E-07	9.42E-06	0	9.13E-06	9.84E-06	5.69E-07	2.04E-06	1.23E-05	8.33E-07	8.44E-07	2.18E-06	9.65E-06	7.43E-06	2.48E-05	0	0	2.12E-05	2.01E-06
