GeneFamily	Description
K07119	"PTGR3, ZADH2; prostaglandin reductase 3 [EC:1.3.1.48]"
K07120	K07120; uncharacterized protein
K07121	K07121; uncharacterized protein
K07122	mlaB; phospholipid transport system transporter-binding protein
K07126	K07126; uncharacterized protein
K07127	"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]"
K07131	K07131; uncharacterized protein
K07133	K07133; uncharacterized protein
K07136	K07136; uncharacterized protein
K07137	K07137; uncharacterized protein
K07139	K07139; uncharacterized protein
K07140	K07140; uncharacterized protein
K07141	mocA; molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
K07146	K07146; UPF0176 protein
K07147	msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
K07148	K07148; uncharacterized protein
K07150	K07150; uncharacterized protein
K07152	SCO1_2; protein SCO1/2
K07153	hflD; high frequency lysogenization protein
K07154	hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
K07156	"copC, pcoC; copper resistance protein C"
K07157	K07157; uncharacterized protein
K07160	pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]
K07161	K07161; uncharacterized protein
K07164	K07164; uncharacterized protein
K07165	fecR; transmembrane sensor
K07166	K07166; ACT domain-containing protein
K07167	chrR; putative transcriptional regulator
K07168	K07168; CBS domain-containing membrane protein
K07171	"mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]"
K07172	"mazE, chpAI; antitoxin MazE"
K07173	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]
K07175	phoH2; PhoH-like ATPase
K07177	K07177; Lon-like protease
K07178	RIOK1; RIO kinase 1 [EC:2.7.11.1]
K07180	prkA; serine protein kinase
K07181	cdgJ; c-di-GMP phosphodiesterase [EC:3.1.4.52]
K07182	K07182; CBS domain-containing protein
K07183	"nasT; two-component system, response regulator / RNA-binding antiterminator"
K07184	ygiM; SH3 domain protein
K07186	smp; membrane protein
K07192	FLOT; flotillin
K07213	"ATOX1, ATX1, copZ, golB; copper chaperone"
K07214	fes; enterochelin esterase and related enzymes
K07218	nosD; nitrous oxidase accessory protein
K07220	K07220; uncharacterized protein
K07221	oprO_P; phosphate-selective porin OprO and OprP
K07222	K07222; putative flavoprotein involved in K+ transport
K07223	yfeX; porphyrinogen peroxidase [EC:1.11.1.-]
K07224	efeO; iron uptake system component EfeO
K07226	"hugZ, hutZ; heme iron utilization protein"
K07227	chuX; heme iron utilization protein
K07228	K07228; TrkA domain protein
K07231	K07231; putative iron-regulated protein
K07232	"CHAC, chaC; glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]"
K07233	"pcoB, copB; copper resistance protein B"
K07234	K07234; uncharacterized protein involved in response to NO
K07235	"tusD, dsrE; tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]"
K07236	"tusC, dsrF; tRNA 2-thiouridine synthesizing protein C"
K07237	"tusB, dsrH; tRNA 2-thiouridine synthesizing protein B"
K07238	"TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family"
K07240	chrA; chromate transporter
K07243	"FTR, FTH1, efeU; high-affinity iron transporter"
K07245	pcoD; copper resistance protein D
K07246	"ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]"
K07248	aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]
K07250	gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
K07251	thiK; thiamine kinase [EC:2.7.1.89]
K07254	atrm56; tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]
K07255	tauX; taurine dehydrogenase small subunit [EC:1.4.2.-]
K07256	tauY; taurine dehydrogenase large subunit [EC:1.4.2.-]
K07258	"dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]"
K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]
K07261	mepA; penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]
K07262	pbpG; serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]
K07263	pqqL; zinc protease [EC:3.4.24.-]
K07264	"arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]"
K07265	"kpsS, lipB; capsular polysaccharide export protein"
K07266	"kpsC, lipA; capsular polysaccharide export protein"
K07267	oprB; porin
K07270	"K07270; glycosyl transferase, family 25"
K07273	acm; lysozyme
K07274	"mipA, ompV; MipA family protein"
K07275	ompW; outer membrane protein
K07276	K07276; uncharacterized protein
K07277	"SAM50, TOB55, bamA; outer membrane protein insertion porin family"
K07278	tamA; translocation and assembly module TamA
K07282	"capA, pgsA; gamma-polyglutamate biosynthesis protein CapA"
K07283	ydiY; putative salt-induced outer membrane protein
K07284	srtA; sortase A [EC:3.4.22.70]
K07285	slp; outer membrane lipoprotein
K07287	bamC; outer membrane protein assembly factor BamC
K07289	asmA; AsmA protein
K07290	yhjG; AsmA family protein
K07300	"chaA, CAX; Ca2+:H+ antiporter"
K07301	yrbG; cation:H+ antiporter
K07302	iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]
K07303	iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]
K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]
K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
K07306	dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]
K07307	dmsB; anaerobic dimethyl sulfoxide reductase subunit B
K07313	pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]
K07314	pphB; serine/threonine protein phosphatase 2 [EC:3.1.3.16]
K07315	rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
K07316	mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07318	K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07319	yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]
K07320	prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]
K07322	"ytfE, scdA; regulator of cell morphogenesis and NO signaling"
K07323	mlaC; phospholipid transport system substrate-binding protein
K07332	"flaI-A, flaI; archaeal flagellar protein FlaI"
K07334	higB-1; toxin HigB-1
K07335	"bmpA, bmpB, tmpC; basic membrane protein A and related proteins"
K07336	K07336; PKHD-type hydroxylase [EC:1.14.11.-]
K07337	K07337; penicillin-binding protein activator
K07338	K07338; uncharacterized protein
K07340	ybbJ; inner membrane protein
K07341	doc; death on curing protein
K07343	tfoX; DNA transformation protein and related proteins
K07344	trbL; type IV secretion system protein TrbL
K07347	"fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein"
K07348	fimF; minor fimbrial subunit
K07349	fimG; minor fimbrial subunit
K07351	fimI; fimbrial protein
K07353	sfmC; fimbrial chaperone protein
K07358	fimE; type 1 fimbriae regulatory protein FimE
K07374	TUBA; tubulin alpha
K07375	TUBB; tubulin beta
K07386	pepO; putative endopeptidase [EC:3.4.24.-]
K07387	K07387; metalloprotease [EC:3.4.24.-]
K07390	"grxD, GLRX5; monothiol glutaredoxin"
K07391	comM; magnesium chelatase family protein
K07393	"ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]"
K07394	K07394; SM-20-related protein
K07395	K07395; putative proteasome-type protease
K07396	K07396; putative protein-disulfide isomerase
K07397	yhfA; putative redox protein
K07398	K07398; conserved protein with predicted RNA binding PUA domain
K07400	nfuA; Fe/S biogenesis protein NfuA
K07401	K07401; selenoprotein W-related protein
K07402	xdhC; xanthine dehydrogenase accessory factor
K07403	nfeD; membrane-bound serine protease (ClpP class)
K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
K07405	E3.2.1.1A; alpha-amylase [EC:3.2.1.1]
K07406	melA; alpha-galactosidase [EC:3.2.1.22]
K07407	"E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]"
K07442	"TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]"
K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
K07444	ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]
K07445	K07445; putative DNA methylase
K07446	trm-G10; tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]
K07447	ruvX; putative holliday junction resolvase [EC:3.1.-.-]
K07448	mrr; restriction system protein
K07452	mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]
K07456	mutS2; DNA mismatch repair protein MutS2
K07458	"vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]"
K07459	ybjD; putative ATP-dependent endonuclease of the OLD family
K07460	yraN; putative endonuclease
K07461	K07461; putative endonuclease
K07462	recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]
K07463	K07463; archaea-specific RecJ-like exonuclease
K07464	cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]
K07465	K07465; putative RecB family exonuclease
K07466	"RFA1, RPA1, rpa; replication factor A1"
K07470	sbmC; DNA gyrase inhibitor
K07471	ygiV; probable transcriptional regulator
K07473	dinJ; DNA-damage-inducible protein J
K07477	K07477; translin
K07478	ycaJ; putative ATPase
K07479	yrdD; putative DNA topoisomerase
K07480	insB; insertion element IS1 protein InsB
K07481	"K07481; transposase, IS5 family"
K07482	"K07482; transposase, IS30 family"
K07483	K07483; transposase
K07484	K07484; transposase
K07486	K07486; transposase
K07491	K07491; putative transposase
K07493	K07493; putative transposase
K07495	K07495; putative transposase
K07496	K07496; putative transposase
K07497	K07497; putative transposase
K07498	K07498; putative transposase
K07501	K07501; 3'-5' exonuclease
K07503	nucS; endonuclease [EC:3.1.-.-]
K07505	repA; regulatory protein RepA
K07506	K07506; AraC family transcriptional regulator
K07507	mgtC; putative Mg2+ transporter-C (MgtC) family protein
K07512	"MECR, NRBF1; mitochondrial enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase [EC:1.3.1.- 1.3.1.38]"
K07516	fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]
K07518	E3.1.1.22; hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]
K07533	prsA; foldase protein PrsA [EC:5.2.1.8]
K07536	badI; 2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-]
K07539	oah; 6-oxocyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21]
K07552	"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein"
K07560	"dtd, DTD; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]"
K07561	"DPH1, dph2; 2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108]"
K07566	"tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]"
K07568	queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]
K07571	K07571; S1 RNA binding domain protein
K07572	K07572; putative nucleotide binding protein
K07573	"CSL4, EXOSC1; exosome complex component CSL4"
K07574	yhbY; RNA-binding protein
K07576	K07576; metallo-beta-lactamase family protein
K07577	K07577; putative mRNA 3-end processing factor
K07580	K07580; Zn-ribbon RNA-binding protein
K07588	argK; LAO/AO transport system kinase [EC:2.7.-.-]
K07589	"folX; D-erythro-7,8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]"
K07592	"tdcA; LysR family transcriptional regulator, tdc operon transcriptional activator"
K07636	"phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]"
K07637	"phoQ; two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]"
K07638	"envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]"
K07639	"rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]"
K07640	"cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]"
K07641	"creC; two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]"
K07642	"baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]"
K07643	"basS; two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]"
K07644	"cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]"
K07645	"qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]"
K07647	"torS; two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]"
K07648	"arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]"
K07649	"tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]"
K07657	"phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB"
K07658	"phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"
K07659	"ompR; two-component system, OmpR family, phosphate regulon response regulator OmpR"
K07660	"phoP; two-component system, OmpR family, response regulator PhoP"
K07661	"rstA; two-component system, OmpR family, response regulator RstA"
K07662	"cpxR; two-component system, OmpR family, response regulator CpxR"
K07663	"creB; two-component system, OmpR family, catabolic regulation response regulator CreB"
K07665	"cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR"
K07666	"qseB; two-component system, OmpR family, response regulator QseB"
K07667	"kdpE; two-component system, OmpR family, KDP operon response regulator KdpE"
K07669	"mprA; two-component system, OmpR family, response regulator MprA"
K07673	"narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]"
K07674	"narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]"
K07675	"uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]"
K07678	"barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]"
K07679	"evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]"
K07684	"narL; two-component system, NarL family, nitrate/nitrite response regulator NarL"
K07685	"narP; two-component system, NarL family, nitrate/nitrite response regulator NarP"
K07686	"uhpA; two-component system, NarL family, uhpT operon response regulator UhpA"
K07687	"rcsB; two-component system, NarL family, captular synthesis response regulator RcsB"
K07689	"uvrY, gacA, varA; two-component system, NarL family, invasion response regulator UvrY"
K07693	"desR; two-component system, NarL family, response regulator DesR"
K07700	"dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]"
K07701	"dcuS; two-component system, CitB family, sensor histidine kinase DcuS [EC:2.7.13.3]"
K07708	"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"
K07709	"zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"
K07710	"atoS; two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]"
K07711	"glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]"
K07712	"glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG"
K07713	"zraR, hydG; two-component system, NtrC family, response regulator HydG"
K07715	"glrR, qseF; two-component system, NtrC family, response regulator GlrR"
K07722	"nikR; CopG family transcriptional regulator, nickel-responsive regulator"
K07724	"ner, nlp, sfsB; Ner family transcriptional regulator"
K07726	K07726; putative transcriptional regulator
K07727	K07727; putative transcriptional regulator
K07729	K07729; putative transcriptional regulator
K07732	"rfk; riboflavin kinase, archaea type [EC:2.7.1.161]"
K07733	alpA; prophage regulatory protein
K07734	paiB; transcriptional regulator
K07735	algH; putative transcriptional regulator
K07736	carD; CarD family transcriptional regulator
K07738	nrdR; transcriptional repressor NrdR
K07739	"ELP3, KAT9; elongator complex protein 3 [EC:2.3.1.48]"
K07740	rsd; regulator of sigma D
K07742	ylxR; uncharacterized protein
K07746	parD1_3_4; antitoxin ParD1/3/4
K07749	frc; formyl-CoA transferase [EC:2.8.3.16]
K07751	pepB; PepB aminopeptidase [EC:3.4.11.23]
K07755	AS3MT; arsenite methyltransferase [EC:2.1.1.137]
K07771	"basR; two-component system, OmpR family, response regulator BasR"
K07772	"torR; two-component system, OmpR family, torCAD operon response regulator TorR"
K07773	"arcA; two-component system, OmpR family, aerobic respiration control protein ArcA"
K07774	"tctD; two-component system, OmpR family, response regulator TctD"
K07776	"regX3; two-component system, OmpR family, response regulator RegX3"
K07778	"desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"
K07783	"uhpC; MFS transporter, OPA family, sugar phosphate sensor protein UhpC"
K07784	"uhpT; MFS transporter, OPA family, hexose phosphate transport protein UhpT"
K07786	"emrY; MFS transporter, DHA2 family, multidrug resistance protein"
K07787	"cusA, silA; Cu(I)/Ag(I) efflux system membrane protein CusA/SilA"
K07788	mdtB; multidrug efflux pump
K07791	dcuA; anaerobic C4-dicarboxylate transporter DcuA
K07792	dcuB; anaerobic C4-dicarboxylate transporter DcuB
K07793	tctA; putative tricarboxylic transport membrane protein
K07794	tctB; putative tricarboxylic transport membrane protein
K07795	tctC; putative tricarboxylic transport membrane protein
K07796	"cusC, silC; outer membrane protein, Cu(I)/Ag(I) efflux system"
K07797	emrK; multidrug resistance protein K
K07798	"cusB, silB; membrane fusion protein, Cu(I)/Ag(I) efflux system"
K07799	"mdtA; membrane fusion protein, multidrug efflux system"
K07803	zraP; zinc resistance-associated protein
K07806	"arnB, pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]"
K07810	cusF; Cu(I)/Ag(I) efflux system periplasmic protein CusF
K07811	torA; trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K07812	torZ; trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K07814	K07814; putative two-component system response regulator
K07821	"torY; trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY"
K07862	sstT; serine/threonine transporter
K07937	ARF1; ADP-ribosylation factor 1
K07979	ytrA; GntR family transcriptional regulator
K08082	"algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]"
